system,user,json
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu mười triệu cho việc sửa chữa nhà
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ ba với dự án mới tuần trước
",1300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 6 triệu 5 trăm nghìn cho bữa ăn tối
",6500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu hai triệu 1 trăm nghìn cho vé concert
",2100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ chín với đội thể thao hôm trước
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 8 triệu 4 trăm nghìn cho khóa học trực tuyến
",8400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 2 triệu 300 nghìn cho bữa tiệc sinh nhật cuối tuần qua.
",2300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Hôm qua, tôi đã thanh toán 5 m 200 cho hóa đơn nước.
",5200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua sắm 1 triệu 750 nghìn cho quần áo mới vào thứ Bảy.
",1750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 3 triệu 600 nghìn cho bữa ăn tối tại nhà hàng sang trọng.
",3600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đã trả 4 m rưỡi cho dịch vụ sửa chữa xe hôm trước.
",4500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 2 triệu 100 nghìn cho vé xem concert vào tối thứ Sáu.
",2100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Hôm nay, tôi đã chi 6 triệu 500 nghìn cho một chiếc laptop mới.
",6500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đã thanh toán 3 triệu 800 nghìn cho chuyến du lịch cuối tuần.
",3800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 1 triệu 900 nghìn cho đồ trang trí nhà cửa mới.
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 5 triệu 300.000 cho bữa tiệc cuối tuần này
",5300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chai bốn với nhóm marketing vào thứ năm tuần trước
",1400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 6 triệu 150.000 cho chuyến du lịch sắp tới
",6150000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ chín với đội phát triển sản phẩm hôm qua
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","ngày 15 tháng 9 một mê cho quảng cáo trực tuyến
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 triệu 800.000 cho quà tặng sinh nhật
",3800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chai mười với ban giám đốc vào tuần trước
",1100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","ngày 20 tháng 11 bảy triệu cho sự kiện lớn
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ năm với nhóm nghiên cứu vào tối thứ bảy vừa qua
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 triệu 500.000 cho bữa tiệc sinh nhật tuần trước
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 4 chai 700.000 cho đồ ăn tối qua
",4700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 6 triệu 250.000 cho chuyến du lịch tháng trước
",6250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 2 triệu 800.000 mua sắm quần áo hôm qua
",2800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 1 triệu 900.000 cho bữa ăn tại nhà hàng hôm kia
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 7 củ 300.000 cho vé xem concert tối qua
",7300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 5 triệu 100.000 cho quà tặng sinh nhật tuần trước
",5100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 4 chai 200.000 cho đồ uống tại quán cà phê hôm nay
",4200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 8 triệu 600.000 cho sửa chữa nhà cửa tháng trước
",8600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 3 triệu 400.000 cho vé máy bay đi du lịch tuần này
",3400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 triệu 150.000 mua sắm đồ dùng cho văn phòng tuần này
",3150000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 6 củ 800.000 ăn tối với bạn bè vào cuối tuần
",6800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 4 triệu 600.000 đặt vé xem phim tối nay
",4600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 2 triệu 300.000 mua quà sinh nhật cho đồng nghiệp
",2300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 5 củ 900.000 thanh toán hóa đơn điện nước tháng này
",5900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 8 triệu 250.000 đầu tư vào dự án mới tuần tới
",8250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 1 triệu 700.000 mua sắm thực phẩm cho bữa tiệc
",1700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 9 củ 500.000 đặt phòng khách sạn cho chuyến đi
",9500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 10 triệu 100.000 chi cho khóa học trực tuyến
",10100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 4 triệu 400.000 sửa chữa xe hơi vào thứ bảy này
",4400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 7 triệu 4 trăm nghìn cho bữa tiệc sinh nhật tuần trước.
",7400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 m bánh mì cho cả nhóm vào chiều thứ bảy.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trả tiền 3 củ 500.000 cho vé xem phim tối qua.
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 8 triệu 2 trăm nghìn đồ trang trí cho sự kiện.
",8200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","15 m cà phê cho buổi họp sáng nay.
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 6 củ 800.000 cho bữa ăn tối với bạn bè.
",6800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","đặt 12 triệu 1 trăm nghìn cho chuyến du lịch tháng tới.
",12100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","9 m nước ngọt cho buổi picnic cuối tuần.
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trả tiền 4 triệu 600.000 cho dịch vụ sửa chữa nhà.
",4600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 11 củ 300.000 quà tặng cho dịp lễ sắp tới.
",11300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 7 triệu 2 trăm nghìn đồ ăn cho bữa tiệc cuối tuần.
",7200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 10 chai trà sữa cho nhóm bạn vào tối qua.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt 3 triệu 5 trăm nghìn vé xem phim cho cả gia đình.
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi tiền củ 4 hủ kim chi cho bữa ăn tối hôm nay.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 6 triệu 8 trăm nghìn quần áo mới cho mùa đông.
",6800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 2 chai nước ngọt cho buổi picnic cuối tuần.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt 8 triệu 1 trăm nghìn phòng khách sạn cho chuyến du lịch.
",8100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 9 triệu 3 trăm nghìn sách cho thư viện trường.
",9300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 1 triệu 7 trăm nghìn cho bữa ăn tại nhà hàng tối qua.
",1700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 3 triệu mua sắm đồ dùng cho văn phòng hôm qua.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 7 m để đãi bạn bè bữa tiệc sinh nhật cuối tuần trước.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 củ đặt cọc cho căn hộ mới vào tháng trước.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 4 chai cho bữa ăn tối tại nhà hàng sang trọng hôm thứ sáu.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 6 triệu cho chuyến du lịch biển vào tháng 8 vừa rồi.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","2 mê mua vé concert cho nhóm nhạc yêu thích vào tháng tới.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 5 triệu cho việc sửa chữa xe hơi hôm qua.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 8 củ cho bộ quần áo mới trước khi đi dự tiệc.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","12 chai đặt hàng thực phẩm cho bữa tiệc cuối tuần này.
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 9 triệu cho khóa học trực tuyến vào tháng trước.
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tuần này chi 2 m cho việc mua sắm.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tháng trước trả 6 chai tiền thuê nhà.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","hôm qua tiêu 1 m rưỡi cho bữa ăn.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tuần tới dự kiến chi 3 củ cho quà sinh nhật.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tháng này đã tiêu 4 m cho vé máy bay.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tối qua thanh toán 5 trai cho bữa tiệc.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tuần trước đã chi 2 củ cho đồ trang trí.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tháng này đã trả 7 m cho hóa đơn internet.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","hôm nay tiêu 1 chai cho cà phê sáng.
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tuần này dự định chi 3 m cho sách vở.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 2 triệu 300 nghìn bánh mì cho bữa sáng hôm nay.
",2300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 7 triệu 150 nghìn cho một chiếc điện thoại mới.
",7150000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Ngày 10 tháng 8, tôi đã tiêu 6 triệu 800 nghìn cho một bữa tiệc.
",6800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt cọc 3 triệu 500 nghìn cho căn hộ mới vào tuần trước.
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 1 triệu 250 nghìn cho vé xem phim tối qua.
",1250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua sắm 4 triệu 600 nghìn đồ dùng học tập cho năm học mới.
",4600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 8 triệu 900 nghìn cho một chuyến du lịch cuối tuần.
",8900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Ngày 15 tháng 9, tôi đã chi 5 triệu 400 nghìn cho quần áo mới.
",5400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đầu tư 9 triệu 750 nghìn vào quỹ chứng khoán tháng này.
",9750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 2 triệu 100 nghìn cho bữa tối tại nhà hàng sang trọng hôm qua.
",2100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Ngày 10 tháng 8 bốn triệu mua sắm.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Buổi sáng ba triệu rưỡi chi tiêu cho ăn uống.
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Trả tiền 7 chai 500.000 cho dịch vụ.
",7500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Ngày 15 tháng 9 hai triệu đầu tư vào cổ phiếu.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Buổi tối một triệu tám trăm thuê phòng khách sạn.
",1800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Trả tiền 6 trai 300.000 cho bữa tiệc.
",6300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Ngày 20 tháng 10 năm triệu tiết kiệm cho du lịch.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Buổi chiều chín triệu rưỡi chi phí cho sự kiện.
",9500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Trả tiền 4 củ 150.000 cho vé xem phim.
",4150000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Ngày 5 tháng 11 năm triệu mua quà tặng.
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi tiêu 3 triệu cho bữa tiệc sinh nhật cuối tuần này.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt 2 triệu 500 cho bữa ăn tối tại nhà hàng sang trọng.
",2500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 củ bánh mì cho cả nhóm đi dã ngoại hôm nay.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 4 triệu 300 cho vé xem concert vào tối thứ sáu.
",4300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 trai sushi cho bữa tối lãng mạn cuối tuần này.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tiêu 6 triệu cho chuyến du lịch ngắn ngày tới biển.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 8 chai rượu vang cho bữa tiệc tối nay.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt 1 triệu 800 cho món ăn đặc sản tại quán yêu thích.
",1800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","12 củ kem cho buổi họp mặt gia đình vào cuối tuần.
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua chai nước 5 triệu cho cả nhóm
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiêu 12 triệu cho chuyến du lịch cuối tuần
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","đầu tư 15 triệu vào dự án khởi nghiệp
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","thanh toán 7 triệu cho dịch vụ sửa chữa
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","nhận được 20 triệu từ hợp đồng mới
",20000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiết kiệm 3 triệu mỗi tháng cho quỹ hưu trí
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","vay 25 triệu để mua xe mới
",25000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 9 triệu cho bữa tiệc sinh nhật
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","bán sản phẩm thu về 18 triệu trong tuần qua
",18000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","quyên góp 4 triệu cho tổ chức từ thiện
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","sáng nay ba triệu mua sắm đồ dùng học tập.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tối qua chi 15 triệu cho bữa tiệc sinh nhật.
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 triệu đầu tư vào quỹ chứng khoán.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chiều nay tám triệu ăn uống với bạn bè.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 5 triệu mua quà tặng cho người thân.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","12 triệu thuê phòng khách sạn cho kỳ nghỉ.
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","buổi tối chi 7 triệu cho vé xem concert.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","3 triệu mua sắm thực phẩm cho cả tuần.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","sáng mai 20 triệu gửi tiết kiệm ngân hàng.
",20000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chiều nay chi 25 triệu cho chuyến du lịch.
",25000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","7 triệu 200 m bánh mì cho bữa tiệc cuối tuần này.
",7200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 chai trà sữa cho buổi họp nhóm vào thứ Sáu.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 mê pizza cho bữa tối kỷ niệm vào tuần tới.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","8 triệu 500.000đ sushi cho bữa tiệc sinh nhật của bạn.
",8500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","12 chai nước ngọt cho sự kiện thể thao vào cuối tháng.
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","3 triệu 750.000đ bánh kem cho lễ kỷ niệm công ty.
",3750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","6 mê gà rán cho buổi picnic vào thứ Bảy.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","9 triệu 300.000đ hải sản cho bữa tiệc gia đình vào cuối tuần.
",9300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","11 triệu 100.000đ trái cây tươi cho bữa tiệc mùa hè.
",11100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiêu 5 triệu cho bữa tiệc sinh nhật tuần trước
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua sắm 3 m 200 nghìn đồ dùng học tập hôm qua
",3200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","đầu tư 10 triệu vào dự án khởi nghiệp mới
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trả tiền 7 triệu cho chuyến du lịch tháng trước
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiết kiệm 2 triệu mỗi tháng để mua xe
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 6 triệu cho việc sửa chữa nhà cửa tuần trước
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","nhận được 15 triệu từ hợp đồng làm việc
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu hết 4 triệu cho đồ ăn và giải trí cuối tuần
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","vay 8 triệu để đầu tư vào chứng khoán
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","bán hàng thu về 12 triệu trong tháng này
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","3 triệu rưỡi cà phê sáng nay.
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi tiền mười chai trà sữa cho nhóm bạn tối qua.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mê 1 củ bánh mì kẹp thịt ở quán mới.
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","4 m phở gà cho bữa trưa hôm nay.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 2 trai pizza cho bữa tiệc cuối tuần.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","1 triệu rưỡi sushi cho bữa tối hôm qua.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mê 3 củ kem tươi ở tiệm gần nhà.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 chai nước ngọt cho buổi picnic hôm trước.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi tiền 2 triệu cho bữa tiệc sinh nhật.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","1 m bánh xèo cho bữa sáng hôm nay.
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 2 triệu 300 nghìn cho bữa tiệc sinh nhật hôm qua
",2300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","3 triệu 500 nghìn cho chuyến du lịch cuối tuần này
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","buổi tối 5 mê 200 nghìn mua sắm quần áo
",5200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","1 triệu 750 nghìn cho bữa ăn tối tại nhà hàng
",1750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 6 triệu 100 nghìn cho việc sửa chữa xe hơi
",6100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","4 triệu 600 nghìn cho vé xem concert tối nay
",4600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","buổi sáng 7 mê 800 nghìn thanh toán tiền thuê nhà
",7800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","2 triệu 900 nghìn cho đồ dùng học tập cho năm học mới
",2900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 8 triệu 400 nghìn cho một chiếc laptop mới
",8400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 triệu 250 nghìn cho dịch vụ làm đẹp cuối tuần này
",5250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chai năm với nhóm phát triển sản phẩm tuần trước.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mười triệu cho hợp tác với đối tác chiến lược tháng trước.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ chín triệu cho việc nâng cấp hệ thống công nghệ tuần trước.
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chai hai triệu cho bữa ăn tối với khách hàng hôm qua.
",1200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trai sáu triệu cho quà tặng nhân dịp lễ hội vừa qua.
",1600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ một triệu cho việc mua sắm văn phòng phẩm tuần này.
",1100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","m tám triệu cho khóa học đào tạo nhân viên tháng trước.
",1800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 triệu cho bữa tiệc sinh nhật cuối tuần trước
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 7 m cho một chiếc áo mới hôm qua
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 4 mê vào việc mua sắm trực tuyến tuần này
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 6 củ cho một bữa ăn tại nhà hàng sang trọng tối qua
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 8 chai cho vé xem concert vào tháng tới
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 1 triệu cho một bộ phim tại rạp tối thứ bảy
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 10 triệu cho chuyến du lịch hè vừa qua
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 2 m cho một chiếc điện thoại mới tuần trước
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 5 mê vào việc trang trí nhà cửa tháng này
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 9 củ cho một khóa học trực tuyến mới đây
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiêu 7 triệu cho bữa tiệc sinh nhật bạn thân
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","vay 10 m để mua xe mới
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","đầu tư 4 chai vào dự án khởi nghiệp
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiết kiệm 6 củ mỗi tháng cho chuyến du lịch
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua sắm 3 triệu đồ dùng học tập cho con
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","thanh toán 9 m cho hóa đơn điện nước
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","cho vay 2 chai để bạn sửa chữa nhà
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 5 củ cho vé máy bay đi du lịch
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","đặt cọc 8 triệu cho căn hộ mới
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 1 m cho bữa ăn tối lãng mạn
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 15 triệu 300.000 ăn tối với bạn bè vào thứ bảy này.
",15300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 m 500.000 mua sắm quần áo cho mùa hè.
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 10 củ 750.000 đặt tiệc sinh nhật cho con vào cuối tuần.
",10750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 8 triệu 200.000 đi du lịch biển vào tháng tới.
",8200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 12 triệu 100.000 mua quà cho gia đình dịp lễ.
",12100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 6 triệu 800.000 đặt phòng khách sạn cho chuyến đi.
",6800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 4 triệu 600.000 ăn uống tại nhà hàng sang trọng tối nay.
",4600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 9 triệu 900.000 mua sắm đồ điện tử mới.
",9900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 11 triệu 250.000 tổ chức tiệc cưới cho bạn thân.
",11250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 2 triệu 300.000 mua vé xem concert cuối tuần này.
",2300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tuần trước 3 triệu mua sắm đồ dùng văn phòng
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 m cho vé xem concert cuối tuần này
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tháng này 2 chai rưỡi cho quà tặng đồng nghiệp
",2500000
